Année;Type de secteur;Mission;Code Programme;Programme;Code Externe Objectif;Libellé Objectif;Ordre Ind;Code Externe Indicateur;Libellé Indicateur;Facteur de performance;Code Interne Sous Indicateur;Libellé Sous Indicateur;Cotation;Unité;Cible;Exécution;Atteinte de la cible;commentaire
2023.0;Programme;Recherche et enseignement supérieur;193.0;Recherche spatiale;P193-2;Garantir à la France la maîtrise des technologies spatiales et un accès à l'espace autonome, compétitif et fiable;4655.0;P193-2-3;Chiffre d'affaires à l'export de l'industrie spatiale française rapporté aux investissements des cinq dernières années;Contribuable;7915.0;Chiffre d'affaires à l’export de l’industrie spatiale française rapporté aux investissements des cinq dernières années.;;%;130.0;120.0;absence amélioration;
2022.0;Programme;Action extérieure de l'État;105.0;Action de la France en Europe et dans le monde;P105-3;Assurer un service diplomatique efficient et de qualité;160.0;P105-3-5;Efficience de la fonction achat;Contribuable;21048.0;Gains relatifs aux actions d'achat;NS;M€;2.1;0.7;absence amélioration;
2022.0;Mission;Recherche et enseignement supérieur;;;MRA-1;Répondre aux besoins de qualification supérieure par la formation tout au long de la vie;4920.0;MRA-1-1;Pourcentage d'insertion professionnelle des jeunes diplômés;Usager;25105.0;% de niveau Doctorat, domaine de formation lettres et sciences humaines;NS;%;;;donnée non renseignée;Non déterminé
2024.0;Programme;Sport, jeunesse et vie associative;219.0;Sport;P219-1;Réduire les inégalités d'accès à la pratique sportive et promouvoir l'insertion du sport dans les différentes politiques publiques;6630.0;P219-1-1;Pratique sportive des publics prioritaires;Usager;16442.0;Taux de licences des jeunes de 14 à 20 ans;;%;60.0;49.9;amélioration;
2022.0;Programme;Travail et emploi;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;P155-3;Améliorer la qualité du service rendu dans les autres fonctions transversales;7140.0;P155-3-1;Notoriété des travaux d'études, statistiques, recherche et évaluation;Citoyen;8156.0;Nombre de citations dans un panel de publications;NS;Nb retombées médias;5000.0;4896.0;amélioration;
2022.0;Programme;Défense;178.0;Préparation et emploi des forces;P178-3;Assurer la fonction stratégique de protection (sauvegarde);1840.0;P178-3-1;Taux de satisfaction des contrats opérationnels permettant d'assurer la fonction stratégique de protection;Citoyen;13061.0;Niveau de réalisation des contrats pour l'armée de l'air;NS;%;95.0;95.0;cible atteinte;
2022.0;Mission;Sport, jeunesse et vie associative;;;MSF-3;Favoriser l'engagement et la mobilité de tous les jeunes;6650.0;MSF-3-1;Part des jeunes considérés comme éloignés parmi les jeunes engagés dans une mission de service civique;Citoyen;25754.0;Part des volontaires percevant l'indemnité complémentaire en mission de service civique au cours d'une année n;NS;%;8.5;7.2;absence amélioration;
2022.0;Programme;Cohésion des territoires;112.0;Impulsion et coordination de la politique d'aménagement du territoire;P112-2;Renforcer la cohésion sociale et territoriale;1160.0;P112-2-1;"Réduction du temps d'accès des usagers à une maison ""France Services"" et amélioration du service rendu";Usager;30380.0;Taux de réalisation des démarches sans redirection vers un opérateur du réseau France Services;NS;%;90.0;81.0;amélioration;
2024.0;Programme;Défense;144.0;Environnement et prospective de la politique de défense;P144-4;Développer des capacités spatiales et de défense souveraines;100.0;P144-4-1;Taux de réalisation des études;Citoyen;30980.0;Taux de réalisation des études;;%;100.0;54.0;absence amélioration;
2022.0;Programme;Écologie, développement et mobilité durables;203.0;Infrastructures et services de transports;P203-2;Améliorer la qualité des infrastructures de transports;2440.0;P203-2-2;État des réseaux routier, ferroviaire et fluvial;Usager;15974.0;État des voies du réseau ferré national;NS;mm;1.02;0.997;cible atteinte;
2023.0;Programme;Défense;178.0;Préparation et emploi des forces;P178-5;Assurer la préparation des forces dans les délais impartis pour permettre la montée en puissance maximale des capacités militaires prévues;1880.0;P178-5-2;Disponibilité des matériels par rapport aux exigences des contrats opérationnels;Citoyen;19471.0;Marine nationale sous-marin nucléaire d'attaque (SNA);;%;62.0;;donnée non renseignée;
2022.0;Programme;Culture;175.0;Patrimoines;P175-1;Améliorer la connaissance et la conservation des patrimoines;1550.0;P175-1-3;Qualité de la maîtrise d'ouvrage Etat;Contribuable;19968.0;Respect de la programmation des opérations sous convention de mandat de maîtrise d’ouvrage OPPIC;NS;%;110.0;101.76;cible atteinte;
2024.0;Programme;Avances à l'audiovisuel public;847.0;TV5 Monde;P847-2;Développer la présence française et francophone dans le paysage audiovisuel mondial;8180.0;P847-2-1;Audience réelle;Citoyen;17300.0;Afrique du Nord et Moyen-Orient;;millions/semaine;;2.9;absence amélioration;
2023.0;Programme;Écologie, développement et mobilité durables;205.0;Affaires maritimes, pêche et aquaculture;P205-3;Mieux contrôler les activités maritimes et en particulier la pêche;2530.0;P205-3-1;Taux d'infractions constatées à la pêche;Citoyen;865.0;Pour information : Nombre de contrôles des pêches;;Nb;;;donnée non renseignée;Non déterminé
2022.0;Programme;Écologie, développement et mobilité durables;159.0;Expertise, information géographique et météorologie;P159-1;Veiller aux retombées collectives des activités techniques, scientifiques et économiques;2600.0;P159-1-2;Financement de l'établissement par des ressources propres;Contribuable;24953.0;Pourcentage de ressources propres dans le budget du Cérema;NS;%;17.7;18.8;cible atteinte;
2023.0;Programme;Sécurités;152.0;Gendarmerie nationale;P152-2;Renforcer l'activité des services pour mieux combattre la délinquance;6230.0;P152-2-6;Délai moyen d'intervention;Usager;5304.0;Délai moyen d'intervention;;minutes;;;amélioration;
2024.0;Programme;Direction de l'action du Gouvernement;129.0;Coordination du travail gouvernemental;P129-5;Améliorer la sécurité et la performance des systèmes d'information de l'État;2730.0;P129-5-2;Taux de sites sensibles ayant subi un incident dont la durée globale est supérieure à 4h;Usager;30367.0;Taux de sites sensibles ayant subi un incident dont la durée globale est supérieure à 4h;;%;2.0;3.0;absence amélioration;
2024.0;Programme;Direction de l'action du Gouvernement;308.0;Protection des droits et libertés;P308-1;Défendre et protéger efficacement les droits et les libertés;2250.0;P308-1-3;Délai moyen d'instruction des dossiers;Usager;20335.0;Délai moyen d'instruction des dossiers par le Défenseur des droits;;jours;60.0;84.0;absence amélioration;
2022.0;Programme;Action extérieure de l'État;185.0;Diplomatie culturelle et d'influence;P185-2;Développer l'attractivité de la France;40.0;P185-2-1;Attractivité de l'enseignement supérieur et de la recherche;Citoyen;25913.0;Nombre d'étudiants étrangers en mobilité inscrits dans un établissement d’enseignement supérieur en France;NS;Nb;200000.0;202397.0;cible atteinte;
2022.0;Programme;Anciens combattants, mémoire et liens avec la Nation;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;P169-4;Régler les prestations de soins médicaux gratuits avec la meilleure efficacité possible;890.0;P169-4-1;Nombre moyen de dossiers de soins médicaux gratuits traités par agent;Contribuable;8301.0;Nombre moyen de dossiers de soins médicaux gratuits traités par agent;NS;Nb;19900.0;21551.0;cible atteinte;
2024.0;Programme;Culture;131.0;Création;P131-2;Donner des bases économiques et professionnelles solides à la création;1630.0;P131-2-2;Promotion de l'emploi artistique;Citoyen;6404.0;Arts visuels : part des crédits d'acquisition et de commandes versés directement à des artistes dans les budgets des FRAC et du CNAP;;%;9.0;5.02;absence amélioration;
2023.0;Mission;Enseignement scolaire;;;MEC-2;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3200.0;MEC-2-2;Taux d'accès au baccalauréat (champs public et privé);Citoyen;23290.0;Taux d'accès au baccalauréat des garçons;;%;;75.3;donnée non renseignée;
2024.0;Programme;Administration générale et territoriale de l'État;216.0;Conduite et pilotage des politiques de l'intérieur;P216-2;Améliorer la performance des fonctions supports;400.0;P216-2-1;Efficience de la gestion des ressources humaines;Contribuable;8042.0;Taux de couverture des besoins de formation à la prise de poste;;%;90.0;90.0;cible atteinte;
2023.0;Programme;Administration générale et territoriale de l'État;232.0;Vie politique;P232-2;Organiser les élections au meilleur coût;370.0;P232-2-1;Coût moyen de l'élection par électeur inscrit sur les listes électorales;Contribuable;22195.0;Part du coût de la propagande par électeur - Élections sénatoriales;;€/électeur inscrit;0.01;;donnée non retenue;Sans objet
2022.0;Programme;Solidarité, insertion et égalité des chances;304.0;Inclusion sociale et protection des personnes;P304-2;Inciter à l'activité et au maintien dans l'emploi;6410.0;P304-2-1;Part des foyers allocataires du RSA en reprise d'activité qui accèdent à la prime d'activité et se maintiennent dans l'emploi;Citoyen;24755.0;Taux de maintien dans l'emploi des travailleurs bénéficiaires de la prime d'activité;NS;%;85.0;81.5;absence amélioration;
2023.0;Programme;Transformation et fonction publiques;348.0;Performance et résilience des bâtiments de l'Etat et de ses opérateurs;P348-1;Assurer la transition énergétique dans le cadre de la PIE;10.0;P348-1-1;Économie d'énergie attendue;Contribuable;30151.0;Économie d’énergie attendue;;kWh;130850000.0;127800000.0;absence amélioration;
2024.0;Mission;Contrôle et exploitation aériens;;;MXC-3;Limiter les impacts environnementaux du transport aérien;7170.0;MXC-3-2;Respect de la réglementation environnementale;Citoyen;12362.0;Nombre de dossiers de manquements sanctionnés par l'ACNUSA;Budget vert;Nb;;295.0;cible atteinte;
2023.0;Programme;Recherche et enseignement supérieur;150.0;Formations supérieures et recherche universitaire;P150-6;Améliorer l'efficience des opérateurs;5100.0;P150-6-1;Part des mentions à faibles effectifs (L et M);Contribuable;3952.0;Part des mentions à faibles effectifs (M): inférieur à 30;;%;43.0;42.9;cible atteinte;
2024.0;Programme;Prêts et avances à divers services de l'État ou organismes gérant des services publics;828.0;Prêts destinés à soutenir les autorités organisatrices de la mobilité à la suite des conséquences de l'épidémie de la covid-19;P828-1;Assurer l'accès rapide des autorités organisatrices de la mobilité (AOM) au mécanisme de l'avance remboursable;100.0;P828-1-2;Taux de remboursement des crédits par les AOM bénéficiaires au 31/12/2021, 31/12/2022 et suivant jusqu'à la date limite de remboursement du 31/12/2030;Usager;30633.0;Taux de remboursement des crédits par les AOM bénéficiaires au 31/12/2021, 31/12/2022 et suivant jusqu'à la date limite de remboursement du 31/12/2030;;%;;;cible atteinte;
2022.0;Programme;Plan d'urgence face à la crise sanitaire;357.0;Fonds de solidarité pour les entreprises à la suite de la crise sanitaire;P357-1;Assurer la mise en œuvre rapide du fonds de solidarité aux entreprises;2101.0;P357-1-3;Délai entre l’adoption des textes réglementaires et le premier versement effectué à une entreprise;Contribuable;30395.0;Délai entre l’adoption des textes réglementaires et le premier versement effectué à une entreprise;NS;jours;;;donnée non renseignée;
2022.0;Programme;Enseignement scolaire;141.0;Enseignement scolaire public du second degré;P141-1;Conduire le maximum de jeunes aux niveaux de compétences attendues en fin de formation initiale et à l'obtention des diplômes correspondants;3330.0;P141-1-6;Proportion d'élèves entrant en 3ème avec au moins un an de retard;Citoyen;24111.0;Total REP+;NS;%;21.0;18.6;cible atteinte;
2022.0;Programme;Outre-mer;138.0;Emploi outre-mer;P138-2;Lutter contre l'exclusion du marché du travail des publics les plus éloignés de l'emploi par des actions de formation professionnelle adaptées;4890.0;P138-2-2;Taux d'insertion professionnelle des jeunes ayant bénéficié d'une mesure de formation professionnelle en mobilité, 6 mois après la sortie de la mesure;Citoyen;16075.0;Taux d'insertion professionnelle des jeunes ayant bénéficié d'une mesure de formation professionnelle en mobilité, 6 mois après la sortie de la mesure.;NS;%;60.0;73.0;cible atteinte;
2022.0;Programme;Justice;107.0;Administration pénitentiaire;P107-2;Améliorer les conditions de détention des personnes sous main de justice ainsi que les conditions de travail des personnels pénitentiaires;4280.0;P107-2-1;Taux d'occupation des établissements pénitentiaires;Citoyen;21020.0;Taux d'occupation des places en maison d'arrêt et quartiers maison d’arrêt;NS;%;129.0;137.7;absence amélioration;
